REPUBLICAN,DEM,year,state,state_po,county_name,county_fips,candidatevotes
2922,251,2004,TEXAS,TX,OCHILTREE,48357,3177
7361,1322,2008,TEXAS,TX,HUTCHINSON,48233,8761
21039,24061,2004,OHIO,OH,ASHTABULA,39007,45409
28527,16623,2004,VIRGINIA,VA,SPOTSYLVANIA,51177,45445
1676,1248,2008,TENNESSEE,TN,CLAY,47027,2994
29026,18943,2008,ARIZONA,AZ,COCHISE,4003,48820
2547,2830,2008,NORTH CAROLINA,NC,GATES,37073,5420
32486,6375,2004,UTAH,UT,CACHE,49005,39731
4203,1528,2008,TEXAS,TX,JONES,48253,5808
4887,1167,2016,IDAHO,ID,MINIDOKA,16067,6871
6350,3195,2016,KANSAS,KS,FINNEY,20055,10159
9921,3757,2012,TENNESSEE,TN,DYER,47045,13800
6345,6505,2000,MICHIGAN,MI,IOSCO,26069,13222
49902,67830,2008,NEW JERSEY,NJ,ATLANTIC,34001,118073
985,275,2012,TEXAS,TX,CRANE,48103,1283
10545,8808,2000,MICHIGAN,MI,CASS,26027,19825
47003,30098,2004,DELAWARE,DE,SUSSEX,10005,77749
12372,4233,2004,NORTH CAROLINA,NC,DAVIE,37059,16680
8148,5455,2004,NEW YORK,NY,SCHOHARIE,36095,14557
1298,192,2012,TEXAS,TX,HEMPHILL,48211,1509
20750,16780,2008,PENNSYLVANIA,PA,CRAWFORD,42039,38074
648,430,2008,OREGON,OR,GILLIAM,41021,1110
170952,111819,2012,COLORADO,CO,EL PASO,8041,290175
2160,485,2016,KANSAS,KS,GREENWOOD,20073,2840
4205,2524,2004,ARKANSAS,AR,GRANT,5053,6770
1897,666,2016,WISCONSIN,WI,FLORENCE,55037,2657
1451,507,2000,COLORADO,CO,CUSTER,8027,2111
626,133,2000,UTAH,UT,PIUTE,49031,781
13898,5073,2020,NEW YORK,NY,WYOMING,36121,19483
9745,8074,2008,NORTH CAROLINA,NC,DARE,37055,18048
3628,3151,2008,MISSISSIPPI,MS,YALOBUSHA,28161,6801
4396,1205,2020,MISSOURI,MO,RALLS,29173,5662
13755,7697,2000,NORTH CAROLINA,NC,RUTHERFORD,37161,21716
4306,7117,2012,VERMONT,VT,ORLEANS,50019,11692
3455,1190,2016,WEST VIRGINIA,WV,SUMMERS,54089,4862
400,32,2016,NEBRASKA,NE,LOGAN,31113,453
56241,157136,2020,MICHIGAN,MI,WASHTENAW,26161,216418
1857,288,2020,TEXAS,TX,MARTIN,48317,2160
1597,460,2000,NEBRASKA,NE,MORRILL,31123,2138
11987,12894,2004,WASHINGTON,WA,MASON,53045,25394
10547,1975,2012,GEORGIA,GA,PICKENS,13227,12680
124540,91422,2020,TENNESSEE,TN,KNOX,47093,220556
6191,3034,2004,WEST VIRGINIA,WV,UPSHUR,54097,9293
1320,975,2000,GEORGIA,GA,LONG,13183,2314
3735,1216,2008,NEBRASKA,NE,RED WILLOW,31145,5044
8000,6110,2020,SOUTH DAKOTA,SD,BROOKINGS,46011,14567
4312,2000,2008,TEXAS,TX,LEE,48287,6377
73706,142852,2008,OHIO,OH,LUCAS,39095,219830
6531,3800,2000,MISSOURI,MO,PULASKI,29169,10531
6325,1987,2016,TEXAS,TX,COLORADO,48089,8513
101222,419569,2020,MARYLAND,MD,MONTGOMERY,24031,533743
160390,199060,2004,CONNECTICUT,CT,NEW HAVEN,9009,366392
42045,26220,2000,CALIFORNIA,CA,EL DORADO,6017,72136
2595,369,2020,COLORADO,CO,WASHINGTON,8121,3008
2991,1512,2008,MONTANA,MT,STILLWATER,30095,4667
6926,3275,2008,KANSAS,KS,FINNEY,20055,10354
4124,838,2012,TEXAS,TX,SCURRY,48415,5027
1941,487,2008,TEXAS,TX,SAN SABA,48411,2457
9821,3018,2016,INDIANA,IN,WABASH,18169,13468
5521,854,2020,OKLAHOMA,OK,KINGFISHER,40073,6465
119555,489106,2008,CALIFORNIA,CA,ALAMEDA,6001,621029
23571,24777,2008,NEW YORK,NY,OSWEGO,36075,49255
5847,5232,2000,MARYLAND,MD,DORCHESTER,24019,11392
4980,3595,2016,MONTANA,MT,PARK,30067,9359
2304,2086,2000,IOWA,IA,MONONA,19133,4560
2672,635,2000,OKLAHOMA,OK,MAJOR,40093,3352
1035,75,2020,TEXAS,TX,ARMSTRONG,48011,1112
9621,9521,2000,IOWA,IA,WARREN,19181,19653
75584,291496,2020,CALIFORNIA,CA,SAN MATEO,6081,374251
1491,366,2004,NEBRASKA,NE,KIMBALL,31105,1877
5341,4196,2016,MARYLAND,MD,SOMERSET,24039,9900
10905,5529,2000,ILLINOIS,IL,WOODFORD,17203,16793
93339,75500,2016,MINNESOTA,MN,ANOKA,27003,185758
2875,4507,2000,TENNESSEE,TN,OVERTON,47133,7496
81917,83723,2008,NEW HAMPSHIRE,NH,ROCKINGHAM,33015,167822
2913,2907,2000,VIRGINIA,VA,NELSON,51125,6145
7906,4143,2004,VIRGINIA,VA,SMYTH,51173,12319
1286,448,2012,GEORGIA,GA,SCHLEY,13249,1748
117342,95059,2000,CALIFORNIA,CA,FRESNO,6019,220835
30708,10551,2020,KENTUCKY,KY,BULLITT,21029,41964
19228,7028,2008,LOUISIANA,LA,ACADIA,22001,26710
7942,2080,2016,KENTUCKY,KY,OHIO,21183,10398
1330,306,2016,NEBRASKA,NE,WEBSTER,31181,1708
1737,3202,2020,ALASKA,AK,DISTRICT 38,2038,5299
6811,1702,2012,KENTUCKY,KY,LETCHER,21133,8758
5654,3067,2008,ALABAMA,AL,WASHINGTON,1129,8775
5137,1887,2016,MINNESOTA,MN,REDWOOD,27127,7611
1069,366,2020,WASHINGTON,WA,GARFIELD,53023,1489
5072,2986,2004,ILLINOIS,IL,WASHINGTON,17189,8104
5406,2976,2008,ARKANSAS,AR,ASHLEY,5003,8642
14178,7379,2004,TENNESSEE,TN,TIPTON,47167,21677
348,62,2008,NEBRASKA,NE,BANNER,31007,416
3817,5939,2020,NORTH CAROLINA,NC,BERTIE,37015,9815
3145,3081,2008,ILLINOIS,IL,MARSHALL,17123,6333
966,271,2016,UTAH,UT,WAYNE,49055,1421
1416,2681,2000,NORTH DAKOTA,ND,ROLETTE,38079,4398
1866,1574,2012,MICHIGAN,MI,BARAGA,26013,3490
10276,3789,2004,GEORGIA,GA,OCONEE,13219,14170
7271,3833,2020,LOUISIANA,LA,ASSUMPTION,22007,11235
5419,1614,2008,ALABAMA,AL,LAMAR,1075,7075
8479,3690,2020,KANSAS,KS,FRANKLIN,20059,12477
4355,3925,2008,IOWA,IA,CLAY,19041,8398
5114,2149,2016,KANSAS,KS,FORD,20057,7718
3321,742,2016,OKLAHOMA,OK,NOWATA,40105,4237
1589,488,2000,TEXAS,TX,BAILEY,48017,2090
35934,33926,2016,KANSAS,KS,SHAWNEE,20177,75406
2933,3840,2004,SOUTH CAROLINA,SC,JASPER,45053,6846
64375,18845,2000,UTAH,UT,DAVIS,49011,87855
1699,2879,2012,VIRGINIA,VA,MANASSAS PARK,51685,4656
90934,77694,2012,VIRGINIA,VA,CHESTERFIELD,51041,170988
3693,2310,2004,WASHINGTON,WA,PEND OREILLE,53051,6198
16055,11950,2000,ARKANSAS,AR,FAULKNER,5045,29216
14160,7152,2004,TEXAS,TX,NACOGDOCHES,48347,21466
4890,5447,2004,WISCONSIN,WI,ADAMS,55001,10456
10061,3148,2012,NEBRASKA,NE,PLATTE,31141,13473
8470,1117,2016,MISSISSIPPI,MS,ITAWAMBA,28057,9737
704,94,2004,SOUTH DAKOTA,SD,HARDING,46063,815
4980,2149,2008,FLORIDA,FL,GULF,12045,7205
1606,373,2020,MISSOURI,MO,SCHUYLER,29197,2003
3847,823,2020,MISSOURI,MO,OREGON,29149,4739
6272,2249,2020,MISSOURI,MO,COOPER,29053,8693
2069,1703,2000,OKLAHOMA,OK,NOWATA,40105,3849
19484,38849,2008,CALIFORNIA,CA,NAPA,6055,59642
5460,2199,2012,NEBRASKA,NE,DAWSON,31047,7859
9261,5903,2020,WISCONSIN,WI,VILAS,55125,15369
29069,14045,2020,ARKANSAS,AR,GARLAND,5051,44199
3046,4481,2016,VIRGINIA,VA,BRUNSWICK,51025,7669
127826,74858,2020,FLORIDA,FL,MARION,12083,204376
41362,30208,2004,FLORIDA,FL,MARTIN,12085,72453
255135,383842,2004,MINNESOTA,MN,HENNEPIN,27053,646984
1349,1043,2008,VIRGINIA,VA,BATH,51017,2432
5756,3605,2020,COLORADO,CO,OTERO,8089,9576
1572,536,2008,COLORADO,CO,BACA,8009,2175
266870,307896,2016,FLORIDA,FL,HILLSBOROUGH,12057,597660
5311,1957,2012,IDAHO,ID,GEM,16045,7490
16412,3195,2020,OHIO,OH,PUTNAM,39137,19921
9444,6262,2000,MISSOURI,MO,PHELPS,29161,16146
11136,5637,2004,NEVADA,NV,LYON,32019,17151
2022,1018,2012,INDIANA,IN,UNION,18161,3100
21790,55367,2016,MASSACHUSETTS,MA,HAMPSHIRE,25015,82956
31661,25537,2012,TEXAS,TX,HAYS,48209,59011
2743,1352,2008,ARKANSAS,AR,PERRY,5105,4279
3740,1231,2004,LOUISIANA,LA,WEST CARROLL,22123,5033
2967,2406,2004,NORTH CAROLINA,NC,CHOWAN,37041,5386
8446,5404,2020,VIRGINIA,VA,KING GEORGE,51099,14227
4693,2916,2012,MINNESOTA,MN,SIBLEY,27143,7815
18437,18580,2012,WASHINGTON,WA,CLALLAM,53009,38066
77793,71263,2008,INDIANA,IN,ALLEN,18003,150324
17436,7889,2008,TENNESSEE,TN,CUMBERLAND,47035,25712
3552,5572,2008,WISCONSIN,WI,JACKSON,55053,9251
16892,12878,2012,ILLINOIS,IL,VERMILION,17183,30314
13401,13378,2008,NORTH CAROLINA,NC,LENOIR,37107,26897
3060,479,2016,TEXAS,TX,HAMILTON,48193,3620
504,1282,2012,TEXAS,TX,PRESIDIO,48377,1817
4112,1677,2012,TEXAS,TX,NEWTON,48351,5869
377,62,2016,NEBRASKA,NE,WHEELER,31183,465
1560,388,2020,MISSOURI,MO,SCOTLAND,29199,1984
317,104,2000,UTAH,UT,DAGGETT,49009,435
52971,15599,2004,ALABAMA,AL,BALDWIN,1003,69320
64406,236618,2012,NEW JERSEY,NJ,ESSEX,34013,303019
1717,546,2008,COLORADO,CO,LINCOLN,8073,2304
62690,244551,2016,COLORADO,CO,DENVER,8031,331852
3605,2462,2008,WEST VIRGINIA,WV,TAYLOR,54091,6203
6010,1960,2016,INDIANA,IN,FULTON,18049,8374
48167,32531,2016,PENNSYLVANIA,PA,BEAVER,42007,83571
21220,29257,2012,ARIZONA,AZ,COCONINO,4005,51731
7298,6906,2004,WEST VIRGINIA,WV,HANCOCK,54029,14321
15825,19444,2000,OREGON,OR,BENTON,41003,38226
35993,17781,2008,MISSISSIPPI,MS,JACKSON,28059,54063
27064,20436,2004,INDIANA,IN,DELAWARE,18035,47939
2549,823,2000,NEBRASKA,NE,DAWES,31045,3621
27137,14663,2000,PENNSYLVANIA,PA,LYCOMING,42081,43183
21737,7273,2004,VIRGINIA,VA,ROCKINGHAM,51165,29216
53,268,2012,RHODE ISLAND,RI,FEDERAL PRECINCT,,333
1357,577,2016,TENNESSEE,TN,LAKE,47095,1970
36774,40209,2012,ILLINOIS,IL,PEORIA,17143,78411
22892,10538,2016,ARKANSAS,AR,CRAIGHEAD,5031,35573
5702,2369,2012,OREGON,OR,BAKER,41001,8448
594,367,2008,MONTANA,MT,LIBERTY,30051,1001
20112,13779,2008,ALABAMA,AL,TALLADEGA,1121,34204
11721,17834,2000,NORTH CAROLINA,NC,ROBESON,37155,29747
4120,1560,2020,MISSOURI,MO,PEMISCOT,29155,5735
3499,1862,2004,VIRGINIA,VA,AMELIA,51007,5397
379,146,2008,MONTANA,MT,WIBAUX,30109,563
5177,1344,2004,IDAHO,ID,JEROME,16053,6580
10389,7994,2004,MINNESOTA,MN,STEELE,27147,18695
1725,556,2008,NEBRASKA,NE,FURNAS,31065,2328
10160,6713,2004,ILLINOIS,IL,JEFFERSON,17081,16948
7835,4440,2008,TEXAS,TX,MATAGORDA,48321,12373
188750,332490,2000,CALIFORNIA,CA,SANTA CLARA,6085,548129
20892,12132,2012,LOUISIANA,LA,IBERIA,22045,33397
2850,1222,2020,GEORGIA,GA,JOHNSON,13167,4100
3456,5778,2016,NORTH CAROLINA,NC,BERTIE,37015,9347
31894,42551,2012,COLORADO,CO,PUEBLO,8101,76194
2511,1618,2004,MISSOURI,MO,SHANNON,29203,4167
862,1342,2008,GEORGIA,GA,CALHOUN,13037,2211
6598,4625,2012,OREGON,OR,CURRY,41015,11678
2903,898,2012,KANSAS,KS,COFFEY,20031,3906
4873,2752,2008,GEORGIA,GA,LAMAR,13171,7688
21010,13214,2012,IDAHO,ID,BANNOCK,16005,35260
6734,6540,2004,MISSISSIPPI,MS,PANOLA,28107,13330
4181,3008,2004,ARKANSAS,AR,FRANKLIN,5047,7289
23147,62687,2012,VIRGINIA,VA,NORFOLK,51710,87043
1651,2345,2000,MONTANA,MT,BIG HORN,30003,4161
73111,222018,2012,COLORADO,CO,DENVER,8031,301694
22852,16018,2012,CALIFORNIA,CA,MADERA,6039,39866
56956,41752,2012,CALIFORNIA,CA,TULARE,6107,101100
13677,11993,2016,WASHINGTON,WA,MASON,53045,28073
3894,2504,2004,OKLAHOMA,OK,CRAIG,40035,6398
3580,3817,2004,ARKANSAS,AR,HEMPSTEAD,5057,7452
3783,1669,2012,TENNESSEE,TN,CROCKETT,47033,5498
22016,9248,2000,KENTUCKY,KY,BOONE,21015,31984
68195,32726,2016,LOUISIANA,LA,LAFAYETTE,22055,105603
3199,1222,2004,OKLAHOMA,OK,BLAINE,40011,4421
5382,1549,2016,ARKANSAS,AR,VAN BUREN,5141,7339
38033,12295,2000,GEORGIA,GA,CHEROKEE,13057,52348
19694,12392,2008,KENTUCKY,KY,MADISON,21151,32537
1131,1082,2008,NEVADA,NV,MINERAL,32021,2307
2951,993,2000,TEXAS,TX,ARCHER,48009,3997
30659,9768,2016,VIRGINIA,VA,BEDFORD,51019,42525
2922,735,2016,OKLAHOMA,OK,LOVE,40085,3789
1748,1647,2012,MINNESOTA,MN,GRANT,27051,3487
2588,1106,2016,KENTUCKY,KY,CARROLL,21041,3855
11840,8900,2020,WASHINGTON,WA,OKANOGAN,53047,21282
3596,3965,2008,ILLINOIS,IL,CARROLL,17015,7674
12218,4821,2012,TEXAS,TX,WILSON,48493,17205
5665,2591,2008,IDAHO,ID,ELMORE,16039,8436
2019,1201,2004,WASHINGTON,WA,FERRY,53019,3341
5580,2884,2004,KENTUCKY,KY,BRECKINRIDGE,21027,8520
4850,3102,2000,GEORGIA,GA,JONES,13169,8068
126071,115249,2016,NEW JERSEY,NJ,MORRIS,34027,250416
97096,171846,2004,MINNESOTA,MN,RAMSEY,27123,272577
706,281,2004,NEW MEXICO,NM,DE BACA,35011,993
11561,2450,2016,UTAH,UT,IRON,49021,17654
18637,9191,2020,PENNSYLVANIA,PA,WAYNE,42127,28089
4561,2839,2000,GEORGIA,GA,MONROE,13207,7541
3756,3129,2016,LOUISIANA,LA,BIENVILLE,22013,7005
255337,281767,2004,NEVADA,NV,CLARK,32003,545397
5694,1920,2012,MISSOURI,MO,MCDONALD,29119,7817
1865,236,2016,KANSAS,KS,SCOTT,20171,2202
1468,556,2000,TEXAS,TX,WINKLER,48495,2043
4340,3422,2012,CALIFORNIA,CA,INYO,6027,8036
3290,617,2016,KENTUCKY,KY,CRITTENDEN,21055,4037
3525,1922,2016,IOWA,IA,UNION,19175,5832
3483,7232,2012,NORTH CAROLINA,NC,NORTHAMPTON,37131,10756
1663,531,2000,COLORADO,CO,BACA,8009,2278
4245,3386,2000,MISSOURI,MO,BATES,29013,7792
54258,49096,2000,WISCONSIN,WI,BROWN,55009,107769
42344,37055,2012,PENNSYLVANIA,PA,BEAVER,42007,80474
8578,4541,2008,ARKANSAS,AR,GREENE,5055,13612
56417,378156,2020,CALIFORNIA,CA,SAN FRANCISCO,6075,443553
2146,549,2004,NEBRASKA,NE,POLK,31143,2727
2216,1554,2000,MISSOURI,MO,MARIES,29125,3854
3836,1424,2000,MISSOURI,MO,BARTON,29011,5366
613,1937,2016,TEXAS,TX,BROOKS,48047,2596
8169,8559,2000,WISCONSIN,WI,PIERCE,55093,17962
11525,4678,2004,TEXAS,TX,ANDERSON,48001,16301
11447,2951,2020,TEXAS,TX,AUSTIN,48015,14554
10070,6300,2000,TENNESSEE,TN,TIPTON,47167,16552
9431,4749,2008,GEORGIA,GA,TIFT,13277,14257
2138,3841,2004,SOUTH CAROLINA,SC,BAMBERG,45009,6036
5874,7408,2008,SOUTH CAROLINA,SC,DILLON,45033,13417
9576,2169,2020,INDIANA,IN,DAVIESS,18027,11954
65,12,2004,TEXAS,TX,LOVING,48301,80
2531,1715,2000,NORTH CAROLINA,NC,ALLEGHANY,37005,4313
1841,1442,2000,FLORIDA,FL,GLADES,12043,3365
21320,12013,2016,MISSOURI,MO,BUCHANAN,29021,35659
20331,12899,2000,INDIANA,IN,HOWARD,18067,34095
136173,133258,2000,CALIFORNIA,CA,VENTURA,6111,282692
872,235,2016,MONTANA,MT,JUDITH BASIN,30045,1208
1909,799,2000,SOUTH DAKOTA,SD,TRIPP,46123,2765
3929,4066,2000,MICHIGAN,MI,GOGEBIC,26053,8339
659,108,2000,TEXAS,TX,OLDHAM,48359,774
4616,1180,2020,ARKANSAS,AR,STONE,5137,5938
4941,6603,2012,MISSISSIPPI,MS,YAZOO,28163,11620
6652,5190,2000,KANSAS,KS,LYON,20111,12455
733,305,2016,NORTH DAKOTA,ND,TOWNER,38095,1157
688,389,2012,SOUTH DAKOTA,SD,SANBORN,46111,1115
475736,437666,2000,CALIFORNIA,CA,SAN DIEGO,6073,958634
20739,54752,2016,CALIFORNIA,CA,YOLO,6113,82090
1595,1429,2012,MINNESOTA,MN,LINCOLN,27081,3120
2469,1610,2000,KENTUCKY,KY,CRITTENDEN,21055,4154
13339,2948,2016,TEXAS,TX,CHAMBERS,48071,16786
2031,275,2016,KANSAS,KS,ROOKS,20163,2419
114421,137833,2008,PENNSYLVANIA,PA,CHESTER,42029,254305
4154,3497,2000,ALABAMA,AL,CHEROKEE,1019,7823
70426,41636,2000,INDIANA,IN,ALLEN,18003,114320
2898,839,2016,INDIANA,IN,WARREN,18171,3930
13279,6144,2004,MONTANA,MT,RAVALLI,30081,19866
10964,7047,2000,FLORIDA,FL,COLUMBIA,12023,18508
2936,3435,2000,IOWA,IA,CHICKASAW,19037,6584
3097,5695,2008,ARKANSAS,AR,PHILLIPS,5107,8969
6154,1629,2020,INDIANA,IN,FOUNTAIN,18045,7986
89628,70839,2008,FLORIDA,FL,MARION,12083,162022
1527,475,2012,TENNESSEE,TN,HANCOCK,47067,2046
3230,1519,2012,COLORADO,CO,PROWERS,8099,4863
1738,237,2020,NORTH DAKOTA,ND,EMMONS,38029,2009
3094,2922,2012,NEBRASKA,NE,DAKOTA,31043,6136
170603,110890,2016,TEXAS,TX,DENTON,48121,298645
54292,51739,2004,LOUISIANA,LA,CADDO,22017,106595
727,200,2004,NORTH DAKOTA,ND,SHERIDAN,38083,944
6964,2530,2000,GEORGIA,GA,HABERSHAM,13137,9691
3253,3855,2008,WISCONSIN,WI,RUSK,55107,7272
2974,2065,2016,NORTH CAROLINA,NC,JONES,37103,5135
23989,26983,2004,MONTANA,MT,MISSOULA,30063,52452
3844,1881,2004,MONTANA,MT,JEFFERSON,30043,5868
1055,418,2004,KANSAS,KS,CHASE,20017,1501
1819,2272,2016,VIRGINIA,VA,SURRY,51181,4228
32697,11367,2020,TEXAS,TX,ECTOR,48135,44591
3468,1398,2016,IOWA,IA,CALHOUN,19025,5159
495542,1488537,2012,ILLINOIS,IL,COOK,17031,2011597
6727,7082,2008,MICHIGAN,MI,ROSCOMMON,26143,14051
7911,8889,2008,ILLINOIS,IL,BUREAU,17011,17113
48491,27190,2000,LOUISIANA,LA,LAFAYETTE,22055,78293
396,119,2004,MONTANA,MT,GOLDEN VALLEY,30037,522
39677,50294,2008,WISCONSIN,WI,OUTAGAMIE,55087,91563
7944,4032,2000,GEORGIA,GA,GORDON,13129,12205
6855,2462,2016,ILLINOIS,IL,PERRY,17145,9853
4018,2925,2016,MICHIGAN,MI,GOGEBIC,26053,7329
427,317,2020,COLORADO,CO,MINERAL,8079,756
3376,2582,2016,MISSISSIPPI,MS,YALOBUSHA,28161,6077
8688,4931,2012,WEST VIRGINIA,WV,WAYNE,54099,13955
26976,39851,2016,GEORGIA,GA,MUSCOGEE,13215,69032
2023,493,2004,UTAH,UT,BEAVER,49001,2544
8056,3678,2004,INDIANA,IN,JASPER,18073,11844
1619,395,2000,NEVADA,NV,LANDER,32015,2119
7483,853,2016,FLORIDA,FL,HOLMES,12059,8514
1318,134,2016,OKLAHOMA,OK,HARPER,40059,1499
45234,24226,2004,SOUTH CAROLINA,SC,YORK,45091,70181
10015,3484,2008,KENTUCKY,KY,WHITLEY,21235,13704
28911,7060,2020,TEXAS,TX,HENDERSON,48213,36317
26347,43357,2020,MONTANA,MT,MISSOULA,30063,71495
1220,163,2016,KANSAS,KS,RAWLINS,20153,1472
490,3337,2016,MISSISSIPPI,MS,JEFFERSON,28063,3860
3090,1589,2020,MICHIGAN,MI,SCHOOLCRAFT,26153,4745
1142,730,2020,CALIFORNIA,CA,SIERRA,6091,1931
20127,12492,2008,LOUISIANA,LA,IBERIA,22045,33168
4932,1335,2016,VIRGINIA,VA,DICKENSON,51051,6440
6029,1609,2016,KANSAS,KS,DICKINSON,20041,8210
8361,8250,2020,SOUTH CAROLINA,SC,CLARENDON,45027,16733
23552,6577,2016,WYOMING,WY,NATRONA,56025,33348
3705,1340,2004,OKLAHOMA,OK,WASHITA,40149,5045
8618,2953,2004,TEXAS,TX,CHAMBERS,48071,11649
4038,4368,2016,MISSISSIPPI,MS,JASPER,28061,8475
1383,896,2012,PENNSYLVANIA,PA,FOREST,42053,2312
2269,396,2020,KANSAS,KS,SHERMAN,20181,2727
1616,752,2016,NEVADA,NV,STOREY,32029,2558
20577,16459,2016,ARIZONA,AZ,NAVAJO,4017,40294
865,211,2008,KANSAS,KS,HODGEMAN,20083,1096
10551,7288,2008,INDIANA,IN,HARRISON,18061,18091
32472,12819,2004,TEXAS,TX,WICHITA,48485,45545
189605,205902,2004,CONNECTICUT,CT,FAIRFIELD,9001,400967
4832,5496,2020,MISSISSIPPI,MS,YAZOO,28163,10436
14235,7934,2012,CALIFORNIA,CA,TEHAMA,6103,22977
40342,34674,2012,SOUTH DAKOTA,SD,MINNEHAHA,46099,76583
8764,6857,2020,MARYLAND,MD,DORCHESTER,24019,15977
4947,3164,2004,COLORADO,CO,OTERO,8089,8180
402,159,2012,IDAHO,ID,CAMAS,16025,578
14066,6433,2004,NEW MEXICO,NM,OTERO,35035,20764
7709,6775,2004,GEORGIA,GA,BALDWIN,13009,14547
2529,2719,2000,WEST VIRGINIA,WV,BRAXTON,54007,5328
468,33,2012,TEXAS,TX,ROBERTS,48393,508
6830,2704,2012,TEXAS,TX,ARANSAS,48007,9648
112901,131823,2008,MASSACHUSETTS,MA,PLYMOUTH,25023,249828
13606,18115,2012,MICHIGAN,MI,MARQUETTE,26103,32194
1386,3341,2012,ALASKA,AK,DISTRICT 36,2036,4972
2657,2542,2016,VIRGINIA,VA,ESSEX,51057,5408
4055,2272,2012,MONTANA,MT,JEFFERSON,30043,6520
7461,5931,2000,WISCONSIN,WI,CLARK,55019,14149
6604,4477,2012,VIRGINIA,VA,KING GEORGE,51099,11325
63454,27680,2020,TENNESSEE,TN,SUMNER,47165,92630
4815,3906,2008,VIRGINIA,VA,WAYNESBORO,51820,8860
18808,8328,2012,INDIANA,IN,BOONE,18011,27737
174741,97298,2004,OKLAHOMA,OK,OKLAHOMA,40109,272039
922,109,2004,UTAH,UT,RICH,49033,1037
19877,13857,2004,INDIANA,IN,FLOYD,18043,33890
5114,3796,2020,ALASKA,AK,DISTRICT 36,2036,9292
3072,1154,2012,MISSOURI,MO,CARROLL,29033,4304
1103,959,2000,NORTH DAKOTA,ND,SARGENT,38081,2184
14717,15427,2020,COLORADO,CO,GARFIELD,8045,30904
6717,2317,2012,MISSISSIPPI,MS,TIPPAH,28139,9164
1947,1791,2012,IOWA,IA,DECATUR,19053,3833
7096,3460,2012,INDIANA,IN,CLAY,18021,10784
61797,62261,2016,NEW YORK,NY,DUTCHESS,36027,130934
7802,3027,2008,KANSAS,KS,BARTON,20009,11057
119872,153377,2020,MASSACHUSETTS,MA,BRISTOL,25005,281364
2119,1288,2008,GEORGIA,GA,LONG,13183,3450
2761,613,2004,NEBRASKA,NE,ANTELOPE,31003,3424
5572,2596,2008,GEORGIA,GA,CHATTOOGA,13055,8307
18811,8395,2004,SOUTH CAROLINA,SC,OCONEE,45073,27532
52093,16948,2000,FLORIDA,FL,OKALOOSA,12091,70680
14164,81479,2012,GEORGIA,GA,CLAYTON,13063,96067
2201,470,2004,OKLAHOMA,OK,ALFALFA,40003,2671
4531,1774,2000,TEXAS,TX,EASTLAND,48133,6414
4035,4714,2012,GEORGIA,GA,WASHINGTON,13303,8808
2618,658,2008,WYOMING,WY,WESTON,56045,3414
26352,18575,2020,IOWA,IA,POTTAWATTAMIE,19155,45744
5895,2017,2008,IDAHO,ID,IDAHO,16049,8210
15499,8076,2016,SOUTH DAKOTA,SD,LINCOLN,46083,25231
9124,5862,2008,INDIANA,IN,WHITLEY,18183,15188
6364,2051,2016,TEXAS,TX,MILAM,48331,8664
2753,491,2004,IDAHO,ID,CARIBOU,16029,3281
7098,3370,2008,INDIANA,IN,DAVIESS,18027,10586
4985,3694,2004,WEST VIRGINIA,WV,WYOMING,54109,8718
1079,442,2008,NEBRASKA,NE,FRANKLIN,31061,1552
5167,750,2020,MISSOURI,MO,BOLLINGER,29017,5983
3971,1299,2004,TEXAS,TX,CLAY,48077,5288
19617,11981,2020,SOUTH DAKOTA,SD,LINCOLN,46083,32396
3570,1845,2012,FLORIDA,FL,FRANKLIN,12037,5474
711,217,2020,OREGON,OR,WHEELER,41069,965
4895,3282,2000,LOUISIANA,LA,RICHLAND,22083,8485
21548,4473,2020,UTAH,UT,BOX ELDER,49003,27023
2838,1370,2012,OKLAHOMA,OK,HUGHES,40063,4208
1993,761,2004,MONTANA,MT,POWELL,30077,2830
12154,3231,2016,WYOMING,WY,SWEETWATER,56037,17130
16494,12717,2004,MONTANA,MT,LEWIS AND CLARK,30049,29842
8135,4484,2012,WEST VIRGINIA,WV,MARSHALL,54051,12916
3923,2724,2004,TENNESSEE,TN,POLK,47139,6699
25374,37947,2016,NEW MEXICO,NM,DONA ANA,35013,70648
40224,26044,2020,MARYLAND,MD,WASHINGTON,24043,67779
57372,67921,2004,PENNSYLVANIA,PA,ERIE,42049,125898
3511,3477,2020,ALASKA,AK,DISTRICT 1,2001,7314
2986,2031,2004,MISSOURI,MO,RALLS,29173,5034
2084,794,2000,TEXAS,TX,MCCULLOCH,48307,2920
15239,10786,2020,MINNESOTA,MN,ITASCA,27061,26561
2634,5818,2008,WISCONSIN,WI,ASHLAND,55003,8574
11410,6049,2012,OHIO,OH,HIGHLAND,39071,17839
12248,4363,2012,MISSOURI,MO,BUTLER,29023,16889
17634,16151,2004,MICHIGAN,MI,VAN BUREN,26159,34174
33523,19065,2000,OHIO,OH,FAIRFIELD,39045,54094
10316,5632,2004,ILLINOIS,IL,LIVINGSTON,17105,16039
3587,9119,2012,MISSISSIPPI,MS,LEFLORE,28083,12773
7358,1920,2008,ALASKA,AK,DISTRICT 34,2034,9548
15022,13997,2000,OHIO,OH,SCIOTO,39145,29945
796,99,2016,NORTH DAKOTA,ND,GOLDEN VALLEY,38033,957
21763,13809,2016,NEW YORK,NY,JEFFERSON,36045,38236
