REPUBLICAN,DEM,year,state,state_po,county_name,county_fips,candidatevotes
2843,1044,2016,MICHIGAN,MI,OSCODA,26135,4073
1534,534,2000,KANSAS,KS,SMITH,20183,2184
92292,102656,2012,LOUISIANA,LA,EAST BATON ROUGE,22033,198171
23192,19685,2000,NORTH CAROLINA,NC,PITT,37147,43075
4278,1208,2000,ALASKA,AK,DISTRICT 35,2035,6382
923,1260,2020,GEORGIA,GA,CALHOUN,13037,2194
16826,7226,2000,NORTH CAROLINA,NC,WILKES,37193,24323
2771,980,2012,KANSAS,KS,PRATT,20151,3801
1580,851,2000,VIRGINIA,VA,CRAIG,51045,2493
59765,43634,2008,CALIFORNIA,CA,TULARE,6107,105206
995,168,2020,TEXAS,TX,HALL,48191,1169
5710,1552,2008,KENTUCKY,KY,CLAY,21051,7364
914,687,2008,NORTH DAKOTA,ND,FOSTER,38031,1651
9891,12090,2008,ILLINOIS,IL,MACOUPIN,17117,22373
630,341,2000,KENTUCKY,KY,ROBERTSON,21201,998
60069,58112,2016,PENNSYLVANIA,PA,ERIE,42049,123679
96096,128465,2012,IOWA,IA,POLK,19153,228882
3033,3096,2000,ARKANSAS,AR,CROSS,5037,6215
3596,2612,2000,GEORGIA,GA,PUTNAM,13237,6299
4687,2601,2000,INDIANA,IN,ORANGE,18117,7458
10783,8688,2016,MINNESOTA,MN,BELTRAMI,27007,21564
1796,476,2016,ILLINOIS,IL,BROWN,17009,2379
3994,3837,2000,WISCONSIN,WI,RICHLAND,55103,8293
15461,11716,2016,MISSISSIPPI,MS,FORREST,28035,28064
5593,4117,2004,MINNESOTA,MN,DODGE,27039,9868
1587,910,2012,ILLINOIS,IL,SCOTT,17171,2555
176692,176988,2008,UTAH,UT,SALT LAKE,49035,363749
21771,108707,2016,CALIFORNIA,CA,MARIN,6041,139273
1670,2649,2012,ARKANSAS,AR,CHICOT,5017,4361
9648,4327,2012,NEBRASKA,NE,SCOTTS BLUFF,31157,14287
15667,14428,2016,MINNESOTA,MN,BLUE EARTH,27013,33593
1074,1706,2000,MISSISSIPPI,MS,SHARKEY,28125,2903
221606,448486,2004,OHIO,OH,CUYAHOGA,39035,673766
3596,945,2020,MISSOURI,MO,IRON,29093,4592
11718,6967,2004,OHIO,OH,CHAMPAIGN,39021,18775
10676,8267,2008,LOUISIANA,LA,LINCOLN,22061,19150
7296,4558,2020,ARKANSAS,AR,MISSISSIPPI,5093,12342
5784,2557,2008,MISSOURI,MO,WRIGHT,29229,8514
3769,2034,2012,ALASKA,AK,DISTRICT 3,2003,6069
155084,166828,2004,NORTH CAROLINA,NC,MECKLENBURG,37119,323102
7555,2523,2016,NEBRASKA,NE,SAUNDERS,31155,10860
2160,1574,2012,VIRGINIA,VA,RICHMOND,51159,3770
2247,2188,2000,COLORADO,CO,CLEAR CREEK,8019,4924
13030,7871,2016,TEXAS,TX,SAN PATRICIO,48409,21656
8261,16224,2016,NORTH CAROLINA,NC,EDGECOMBE,37065,24886
10770,4237,2012,TENNESSEE,TN,LAWRENCE,47099,15219
2088,2036,2000,MICHIGAN,MI,SCHOOLCRAFT,26153,4198
47592,51835,2004,FLORIDA,FL,ST. LUCIE,12111,100063
9783,6580,2004,ALASKA,AK,DISTRICT 32,2032,16810
3783,878,2016,NEBRASKA,NE,HAMILTON,31081,5004
2011,2206,2004,ARKANSAS,AR,BRADLEY,5011,4249
1334,2803,2008,MISSISSIPPI,MS,QUITMAN,28119,4155
3203,3294,2016,ALASKA,AK,DISTRICT 16,2016,7436
3263,3445,2012,COLORADO,CO,LAS ANIMAS,8071,6862
2404,1130,2016,GEORGIA,GA,EVANS,13109,3613
15924,7317,2008,OHIO,OH,SHELBY,39149,23668
61127,72492,2008,PENNSYLVANIA,PA,LUZERNE,42079,135163
7063,3995,2020,CALIFORNIA,CA,GLENN,6021,11297
21925,9102,2004,VIRGINIA,VA,BEDFORD,51019,31404
2088,632,2004,KANSAS,KS,SHERMAN,20181,2762
102780,87286,2020,ALABAMA,AL,MADISON,1089,194767
42967,17966,2004,INDIANA,IN,ELKHART,18039,61380
4381,2127,2012,OKLAHOMA,OK,ADAIR,40001,6508
2114,1648,2000,ARKANSAS,AR,PERRY,5105,4007
5918,1424,2020,ARKANSAS,AR,POINSETT,5111,7521
16395,6727,2008,OHIO,OH,AUGLAIZE,39011,23486
1311,398,2012,TEXAS,TX,WINKLER,48495,1725
5684,6577,2000,WISCONSIN,WI,VERNON,55123,13044
1366,772,2012,GEORGIA,GA,WHEELER,13309,2160
8434,8367,2008,MICHIGAN,MI,HURON,26063,17135
36974,10502,2008,TEXAS,TX,PARKER,48367,47951
85627,66503,2012,FLORIDA,FL,MANATEE,12081,153491
2573,453,2016,VIRGINIA,VA,BLAND,51021,3139
2943,2511,2008,WEST VIRGINIA,WV,ROANE,54087,5563
15852,7034,2000,GEORGIA,GA,WHITFIELD,13313,23302
240,49,2012,MONTANA,MT,PETROLEUM,30069,298
124438,97870,2016,FLORIDA,FL,SARASOTA,12115,229063
43450,27492,2012,FLORIDA,FL,INDIAN RIVER,12061,71464
1245,926,2000,SOUTH DAKOTA,SD,DEUEL,46039,2224
16328,10569,2016,TEXAS,TX,BASTROP,48021,28454
12438,6589,2020,MINNESOTA,MN,BECKER,27005,19401
8131,5066,2004,VIRGINIA,VA,PRINCE GEORGE,51149,13254
12026,13570,2008,NEW YORK,NY,OTSEGO,36077,26101
5032,1913,2012,TENNESSEE,TN,UNICOI,47171,7086
5427,3446,2004,LOUISIANA,LA,CONCORDIA,22029,8980
8162,6144,2012,OKLAHOMA,OK,CHEROKEE,40021,14306
13580,9753,2000,OKLAHOMA,OK,CREEK,40037,23741
74608,178768,2008,DELAWARE,DE,NEW CASTLE,10003,256417
0,0,2000,ALASKA,AK,DISTRICT 99,2099,0
44441,154888,2000,MASSACHUSETTS,MA,SUFFOLK,25025,217000
3450,2474,2008,OHIO,OH,NOBLE,39121,6172
16526,14163,2012,SOUTH CAROLINA,SC,GEORGETOWN,45043,30965
3577,1639,2020,NORTH DAKOTA,ND,RAMSEY,38071,5372
76662,34148,2012,SOUTH CAROLINA,SC,LEXINGTON,45063,112623
2967,3014,2000,MICHIGAN,MI,IRON,26071,6188
10468,4810,2004,INDIANA,IN,DEKALB,18033,15403
1540,2705,2016,GEORGIA,GA,MACON,13193,4287
3947,4171,2012,VIRGINIA,VA,NELSON,51125,8250
21382,4008,2016,TEXAS,TX,HOOD,48221,26262
2911,532,2016,WYOMING,WY,WASHAKIE,56043,3814
4646,5020,2000,MINNESOTA,MN,FILLMORE,27045,10223
5610,2392,2000,FLORIDA,FL,BAKER,12003,8154
14612,4392,2004,MISSISSIPPI,MS,PEARL RIVER,28109,19121
9892,18072,2012,NEW YORK,NY,CLINTON,36019,30656
3167,1242,2004,TEXAS,TX,PECOS,48371,4428
8546,4326,2016,INDIANA,IN,JEFFERSON,18077,13544
383,227,2004,COLORADO,CO,MINERAL,8079,619
28590,24924,2004,NORTH CAROLINA,NC,PITT,37147,53643
6227,2335,2020,ILLINOIS,IL,DOUGLAS,17041,8738
5624,1932,2016,MISSOURI,MO,COOPER,29053,7986
13480,5637,2020,MISSOURI,MO,PHELPS,29161,19568
4773,2432,2012,INDIANA,IN,TIPTON,18159,7365
5720,3787,2016,IOWA,IA,JONES,19105,10133
5110,3068,2008,GEORGIA,GA,EMANUEL,13107,8242
142521,79200,2016,WISCONSIN,WI,WAUKESHA,55133,239042
104418,160419,2000,MISSOURI,MO,JACKSON,29095,272062
14067,12020,2016,WASHINGTON,WA,GRAYS HARBOR,53027,28367
37512,39423,2008,INDIANA,IN,VANDERBURGH,18163,77656
11800,12216,2012,MAINE,ME,SOMERSET,23025,24787
1782,588,2004,KANSAS,KS,BARBER,20007,2403
4984,1535,2000,NORTH CAROLINA,NC,MITCHELL,37121,6600
16752,5570,2008,TEXAS,TX,KERR,48265,22556
1335,790,2000,MISSOURI,MO,SCOTLAND,29199,2179
575,461,2016,GEORGIA,GA,QUITMAN,13239,1044
149935,91160,2008,TEXAS,TX,DENTON,48121,243263
335,66,2012,TEXAS,TX,KENT,48263,405
6885,3462,2008,KENTUCKY,KY,ANDERSON,21005,10552
28003,126722,2012,LOUISIANA,LA,ORLEANS,22071,157813
8737,2530,2020,KENTUCKY,KY,SPENCER,21215,11429
921,1606,2004,SOUTH DAKOTA,SD,DEWEY,46041,2564
865,361,2004,NEBRASKA,NE,GREELEY,31077,1248
1202,188,2020,IDAHO,ID,BUTTE,16023,1415
113015,70215,2008,TENNESSEE,TN,KNOX,47093,186086
5910,1950,2016,VIRGINIA,VA,GILES,51071,8212
1266,738,2020,NORTH DAKOTA,ND,SARGENT,38081,2070
33445,27360,2000,TENNESSEE,TN,RUTHERFORD,47149,62182
171585,107576,2000,UTAH,UT,SALT LAKE,49035,307258
5977,4595,2004,IOWA,IA,WASHINGTON,19183,10688
11442,23293,2020,ARIZONA,AZ,APACHE,4001,35172
574,3042,2012,TEXAS,TX,ZAVALA,48507,3653
44430,43010,2004,WEST VIRGINIA,WV,KANAWHA,54039,87928
41741,24813,2008,LOUISIANA,LA,OUACHITA,22073,67244
3272,6510,2016,OREGON,OR,HOOD RIVER,41027,10910
30959,11366,2000,NORTH CAROLINA,NC,RANDOLPH,37151,42696
78733,55316,2016,TENNESSEE,TN,HAMILTON,47065,142408
8207,4010,2008,KANSAS,KS,ELLIS,20051,12447
5526,2813,2016,SOUTH CAROLINA,SC,SALUDA,45081,8564
156579,160521,2012,PENNSYLVANIA,PA,BUCKS,42017,321016
47561,54132,2000,COLORADO,CO,ADAMS,8001,107852
3300,1910,2000,FLORIDA,FL,GILCHRIST,12041,5395
8547,7578,2004,MISSISSIPPI,MS,PIKE,28113,16215
3479,1724,2004,KENTUCKY,KY,WASHINGTON,21229,5236
20052,9434,2004,NORTH CAROLINA,NC,LINCOLN,37109,29579
6141,2339,2012,TEXAS,TX,GRIMES,48185,8601
2836,501,2004,WYOMING,WY,CROOK,56011,3396
39032,24076,2020,OHIO,OH,CLARK,39023,64212
15304,7366,2020,WISCONSIN,WI,MARINETTE,55075,22979
1079,2876,2004,COLORADO,CO,SAN MIGUEL,8113,4019
3678,2772,2008,NORTH CAROLINA,NC,PERQUIMANS,37143,6501
19459,20021,2016,VIRGINIA,VA,MONTGOMERY,51121,43031
121098,161137,2020,CALIFORNIA,CA,SAN JOAQUIN,6077,288492
5634,2645,2016,ILLINOIS,IL,PIATT,17147,9008
12113,3035,2020,OKLAHOMA,OK,SEQUOYAH,40135,15386
1970,4695,2008,VIRGINIA,VA,FALLS CHURCH,51610,6750
6459,7593,2000,MAINE,ME,FRANKLIN,23007,15448
12745,7977,2020,NEW YORK,NY,MONTGOMERY,36057,21246
14821,4367,2020,MINNESOTA,MN,MORRISON,27097,19558
1062,279,2004,UTAH,UT,WAYNE,49055,1360
7061,4729,2016,SOUTH CAROLINA,SC,UNION,45087,12092
555,229,2008,NORTH DAKOTA,ND,SHERIDAN,38083,803
62611,39333,2016,DELAWARE,DE,SUSSEX,10005,106008
510,612,2012,GEORGIA,GA,QUITMAN,13239,1128
47680,59524,2020,TEXAS,TX,HAYS,48209,109395
3303,2635,2004,VIRGINIA,VA,NOTTOWAY,51135,6030
14142,10998,2020,WISCONSIN,WI,GRANT,55043,25608
50666,75792,2012,NORTH CAROLINA,NC,CUMBERLAND,37051,127641
348420,274880,2008,TEXAS,TX,TARRANT,48439,628553
3480,2831,2000,MINNESOTA,MN,KANABEC,27065,6811
296514,349002,2012,MICHIGAN,MI,OAKLAND,26125,651607
629,98,2000,NEBRASKA,NE,SIOUX,31165,752
27037,38987,2008,GEORGIA,GA,BIBB,13021,66368
11043,8534,2004,WISCONSIN,WI,OCONTO,55083,19794
2705,2256,2008,IOWA,IA,SAC,19161,5053
7691,5709,2008,INDIANA,IN,GREENE,18055,13629
8316,4062,2012,NEBRASKA,NE,ADAMS,31001,12670
3326,1342,2012,KENTUCKY,KY,LEWIS,21135,4769
3403,3016,2008,ILLINOIS,IL,LAWRENCE,17101,6536
2353,1796,2008,ILLINOIS,IL,HAMILTON,17065,4264
34595,15886,2008,TENNESSEE,TN,WILSON,47189,51159
3426,3393,2008,ALASKA,AK,DISTRICT 5,2005,7123
137189,208976,2008,MASSACHUSETTS,MA,ESSEX,25009,353665
1667,554,2016,NORTH DAKOTA,ND,DICKEY,38021,2407
30658,15203,2012,PENNSYLVANIA,PA,LYCOMING,42081,46493
12696,9627,2000,MICHIGAN,MI,MONTCALM,26117,22904
17549,4366,2012,MISSISSIPPI,MS,PEARL RIVER,28109,22224
21815,9703,2020,MICHIGAN,MI,MONTCALM,26117,32100
34183,18050,2016,MICHIGAN,MI,ALLEGAN,26005,55786
26176,18225,2016,MARYLAND,MD,CALVERT,24009,47408
3714,1785,2016,NEW MEXICO,NM,TORRANCE,35057,6324
9006,7117,2004,WYOMING,WY,ALBANY,56001,16624
3794,3192,2012,MICHIGAN,MI,PRESQUE ISLE,26141,7080
3379,2132,2000,KANSAS,KS,ALLEN,20001,5766
8358,5366,2000,TEXAS,TX,NAVARRO,48349,13890
17995,13415,2000,OHIO,OH,MUSKINGUM,39119,32624
1506,602,2000,TEXAS,TX,CHILDRESS,48075,2126
532,1963,2020,SOUTH DAKOTA,SD,TODD,46121,2539
5969,4986,2008,NEW YORK,NY,LEWIS,36049,11129
1180,1122,2020,NEBRASKA,NE,THURSTON,31173,2325
73819,159259,2008,NEW JERSEY,NJ,CAMDEN,34007,233593
4511,1912,2004,ILLINOIS,IL,FORD,17053,6479
14382,5088,2012,TENNESSEE,TN,HAWKINS,47073,19797
6347,2101,2016,ALASKA,AK,DISTRICT 29,2029,9394
49249,40482,2020,SOUTH DAKOTA,SD,MINNEHAHA,46099,92326
26818,8045,2004,ALABAMA,AL,CULLMAN,1043,35191
27631,8770,2016,TEXAS,TX,WICHITA,48485,38119
59761,28550,2012,PENNSYLVANIA,PA,BUTLER,42019,89445
2598,1290,2004,MISSISSIPPI,MS,CHOCTAW,28019,3908
17386,3938,2004,ALABAMA,AL,BLOUNT,1009,21504
21575,5841,2016,OKLAHOMA,OK,CREEK,40037,28830
125241,132528,2020,FLORIDA,FL,SEMINOLE,12117,260815
558,879,2008,GEORGIA,GA,CLAY,13061,1440
327,198,2008,TEXAS,TX,FOARD,48155,538
5434,4594,2008,ALABAMA,AL,PICKENS,1107,10067
590,52,2004,MONTANA,MT,GARFIELD,30033,655
4582,3064,2000,ALABAMA,AL,FAYETTE,1057,7808
11111,13403,2004,ILLINOIS,IL,KNOX,17095,24708
3816,790,2008,TEXAS,TX,ANDREWS,48003,4629
911,270,2004,TEXAS,TX,CONCHO,48095,1193
8324,3783,2012,VIRGINIA,VA,WYTHE,51197,12358
159300,122993,2012,FLORIDA,FL,BREVARD,12009,285559
34339,11198,2020,LOUISIANA,LA,TERREBONNE,22109,46240
12111,6724,2000,TENNESSEE,TN,CARTER,47019,19102
23651,8878,2000,TEXAS,TX,PARKER,48367,33225
11850,15167,2000,GEORGIA,GA,CLARKE,13059,28904
7230,3959,2012,GEORGIA,GA,UPSON,13293,11263
2152,3100,2008,LOUISIANA,LA,MADISON,22065,5300
2325,339,2020,KANSAS,KS,ROOKS,20163,2699
25513,5735,2016,TEXAS,TX,ORANGE,48361,32000
991,930,2016,MINNESOTA,MN,MAHNOMEN,27087,2088
8136,3430,2008,FLORIDA,FL,BRADFORD,12007,11676
953,1730,2008,COLORADO,CO,SAGUACHE,8109,2747
5643,4845,2000,MISSISSIPPI,MS,COPIAH,28029,10587
1911,386,2016,WEST VIRGINIA,WV,WIRT,54105,2422
350570,303951,2016,NEW YORK,NY,SUFFOLK,36103,681254
3432,2279,2008,KENTUCKY,KY,FLEMING,21069,5832
37806,18887,2020,LOUISIANA,LA,TANGIPAHOA,22105,57661
693,272,2012,MONTANA,MT,WHEATLAND,30107,992
5841,4112,2000,GEORGIA,GA,POLK,13233,10116
2395,1036,2008,KANSAS,KS,WABAUNSEE,20197,3521
21401,7489,2004,TEXAS,TX,POTTER,48375,29056
589,284,2000,TEXAS,TX,DICKENS,48125,881
55492,56667,2000,PENNSYLVANIA,PA,LEHIGH,42077,116280
5400,3989,2008,GEORGIA,GA,MCDUFFIE,13189,9544
26971,13944,2016,KENTUCKY,KY,HARDIN,21093,43156
15608,5455,2020,OKLAHOMA,OK,LOGAN,40083,21574
3757,2873,2004,OHIO,OH,MORGAN,39115,6700
52494,69716,2008,NORTH CAROLINA,NC,BUNCOMBE,37021,123795
38501,20313,2008,GEORGIA,GA,FAYETTE,13113,59321
1154,168,2012,KANSAS,KS,SHERIDAN,20179,1342
19884,16945,2012,ARIZONA,AZ,NAVAJO,4017,37335
1895,523,2012,WYOMING,WY,HOT SPRINGS,56017,2515
9753,5020,2012,ILLINOIS,IL,LIVINGSTON,17105,15039
40496,28530,2016,INDIANA,IN,VANDERBURGH,18163,72507
4782,3584,2016,MISSISSIPPI,MS,LEAKE,28079,8449
3037,2390,2008,KENTUCKY,KY,WEBSTER,21233,5540
2451,923,2012,SOUTH DAKOTA,SD,HUTCHINSON,46067,3425
302,479,2012,MISSISSIPPI,MS,ISSAQUENA,28055,787
2237,2044,2000,MISSOURI,MO,IRON,29093,4414
1277,412,2004,NEBRASKA,NE,FRANKLIN,31061,1714
975,720,2016,NORTH CAROLINA,NC,TYRRELL,37177,1739
31854,120102,2008,MISSOURI,MO,KANSAS CITY,36000,153219
12160,10730,2004,IOWA,IA,WARREN,19181,23053
8513,3814,2004,ALABAMA,AL,ESCAMBIA,1053,12395
10135,24779,2020,VERMONT,VT,WINDSOR,50027,36308
27540,21770,2016,NORTH CAROLINA,NC,WAYNE,37191,50689
18700,13814,2012,MISSISSIPPI,MS,LAUDERDALE,28075,32777
7759,5996,2008,WEST VIRGINIA,WV,MARSHALL,54051,14001
1893,442,2020,NORTH DAKOTA,ND,WELLS,38103,2374
1869,1052,2020,SOUTH DAKOTA,SD,DAY,46037,2964
5157,2355,2016,SOUTH DAKOTA,SD,DAVISON,46035,7952
5632,3301,2012,CALIFORNIA,CA,GLENN,6021,9211
6135,7095,2004,NEW MEXICO,NM,GRANT,35017,13392
38781,22555,2004,MISSISSIPPI,MS,HARRISON,28047,61810
2380,848,2000,NEBRASKA,NE,MERRICK,31121,3340
6294,4318,2004,MISSOURI,MO,AUDRAIN,29007,10683
5518,6295,2000,KENTUCKY,KY,MUHLENBERG,21177,11956
23136,21595,2012,ILLINOIS,IL,KANKAKEE,17091,45509
5621,1479,2012,TEXAS,TX,LAMPASAS,48281,7204
2276,944,2012,KANSAS,KS,ANDERSON,20003,3315
4608,1644,2016,LOUISIANA,LA,WINN,22127,6372
15240,13077,2000,WISCONSIN,WI,ST. CROIX,55109,29954
13120,5685,2012,PENNSYLVANIA,PA,PERRY,42099,19128
29039,29025,2020,NEW YORK,NY,ONTARIO,36069,60085
1984,806,2016,GEORGIA,GA,LANIER,13173,2871
2917,7597,2008,MISSISSIPPI,MS,COAHOMA,28027,10551
6663,4279,2004,MISSISSIPPI,MS,TATE,28137,11001
2767,1867,2008,NORTH DAKOTA,ND,MCLEAN,38055,4736
1215,1284,2004,KENTUCKY,KY,MENIFEE,21165,2528
23153,25553,2020,VIRGINIA,VA,JAMES CITY,51095,49639
11920,4245,2020,ARKANSAS,AR,MILLER,5091,16529
2681,605,2004,UTAH,UT,JUAB,49023,3417
4101,4591,2016,VIRGINIA,VA,PRINCE EDWARD,51147,9143
3670,4380,2000,WISCONSIN,WI,JACKSON,55053,8417
26781,59124,2020,GEORGIA,GA,RICHMOND,13245,87016
10596,8509,2004,TENNESSEE,TN,GIBSON,47053,19219
3365,5972,2008,WISCONSIN,WI,BAYFIELD,55007,9468
17960,4527,2020,PENNSYLVANIA,PA,JEFFERSON,42065,22824
22281,63362,2020,MASSACHUSETTS,MA,HAMPSHIRE,25015,88332
4617,1991,2016,IOWA,IA,CRAWFORD,19047,6935
1859,1951,2004,GEORGIA,GA,TERRELL,13273,3824
2490,2028,2004,GEORGIA,GA,WILKES,13317,4543
187663,223784,2008,MICHIGAN,MI,MACOMB,26099,419216
50449,30244,2008,LOUISIANA,LA,CALCASIEU,22019,82131
4900,4278,2004,MARYLAND,MD,KENT,24029,9285
108864,461391,2012,NEW YORK,NY,QUEENS,36081,595073
2064,949,2016,NEW YORK,NY,HAMILTON,36041,3225
3188,2851,2020,CALIFORNIA,CA,TRINITY,6105,6259
5694,5825,2004,MINNESOTA,MN,FILLMORE,27045,11698
17096,8567,2020,KENTUCKY,KY,JESSAMINE,21113,26251
23302,5785,2020,TEXAS,TX,LIBERTY,48291,29334
18382,13697,2000,NEW YORK,NY,CATTARAUGUS,36009,33733
34269,51370,2004,MISSISSIPPI,MS,HINDS,28049,86265
12872,5640,2016,MINNESOTA,MN,BENTON,27009,20058
50397,40020,2000,TEXAS,TX,GALVESTON,48167,92983
55592,42349,2008,MICHIGAN,MI,LIVINGSTON,26093,99638
14989,13888,2016,SOUTH CAROLINA,SC,DARLINGTON,45031,29674
84117,120508,2000,TENNESSEE,TN,DAVIDSON,47037,208588
35325,10301,2016,TEXAS,TX,GRAYSON,48181,47416
5178,3542,2020,MISSISSIPPI,MS,ATTALA,28007,8823
7090,1867,2020,NORTH CAROLINA,NC,MITCHELL,37121,9041
1428,921,2004,MINNESOTA,MN,LAKE OF THE WOODS,27077,2400
82524,147854,2004,MASSACHUSETTS,MA,BRISTOL,25005,232878
3360,1050,2008,NEBRASKA,NE,PHELPS,31137,4473
53738,276938,2004,NEW YORK,NY,BRONX,36005,342929
5236,3862,2012,COLORADO,CO,PARK,8093,9366
28309,13892,2012,MONTANA,MT,FLATHEAD,30029,43476
70135,22472,2004,TEXAS,TX,LUBBOCK,48303,93151
14880,3573,2020,MISSOURI,MO,WEBSTER,29225,18779
74389,48221,2004,FLORIDA,FL,LAKE,12069,123950
4706,4711,2008,MISSOURI,MO,WASHINGTON,29221,9614
17180,10342,2016,IDAHO,ID,BANNOCK,16005,33416
4375,1736,2012,WEST VIRGINIA,WV,LEWIS,54041,6287
4944,1828,2016,KENTUCKY,KY,HENRY,21103,7149
27614,16737,2016,NORTH CAROLINA,NC,HARNETT,37085,46065
1172,474,2000,NORTH DAKOTA,ND,FOSTER,38031,1743
40029,31025,2004,MICHIGAN,MI,JACKSON,26075,71795
46624,46057,2004,MISSOURI,MO,JEFFERSON,29099,93264
2166,1114,2008,MISSOURI,MO,SHELBY,29205,3316
3523,4662,2012,ALASKA,AK,DISTRICT 34,2034,8637
3206,541,2016,TEXAS,TX,SOMERVELL,48425,3897
110499,155105,2008,OHIO,OH,SUMMIT,39153,269059
5432,4383,2008,LOUISIANA,LA,EAST FELICIANA,22037,9947
9761,1674,2016,GEORGIA,GA,WHITE,13311,11823
13214,17942,2000,WISCONSIN,WI,PORTAGE,55097,33760
9673,7064,2008,INDIANA,IN,NOBLE,18113,16974
794,166,2016,NEBRASKA,NE,GOSPER,31073,1010
3489,964,2020,KANSAS,KS,COFFEY,20031,4565
3582,6144,2016,NORTH CAROLINA,NC,NORTHAMPTON,37131,9848
19087,10039,2016,ILLINOIS,IL,VERMILION,17183,30570
2382,935,2016,SOUTH DAKOTA,SD,CHARLES MIX,46023,3433
2721,1838,2000,UTAH,UT,SAN JUAN,49037,4744
10728,4450,2012,NEBRASKA,NE,LINCOLN,31111,15655
17770,14307,2008,NEW YORK,NY,CATTARAUGUS,36009,32588
3411,3192,2000,ILLINOIS,IL,MASON,17125,6772
14273,10273,2000,INDIANA,IN,WAYNE,18177,25151
221757,214749,2000,CALIFORNIA,CA,SAN BERNARDINO,6071,454893
3780,1911,2012,KENTUCKY,KY,FLEMING,21069,5782
3657,3270,2000,ARKANSAS,AR,JOHNSON,5071,7161
3767,3117,2004,MINNESOTA,MN,PENNINGTON,27113,7017
64929,579013,2016,NEW YORK,NY,NEW YORK,36061,668939
4114,403,2012,UTAH,UT,MORGAN,49029,4597
4169,1088,2020,TEXAS,TX,MADISON,48313,5298
14638,3797,2016,TEXAS,TX,BURNET,48053,19204
37311,10826,2008,UTAH,UT,WASHINGTON,49053,49529
4900,2059,2020,GEORGIA,GA,COOK,13075,7035
39406,14385,2016,TENNESSEE,TN,WILSON,47189,56734
933,1196,2000,GEORGIA,GA,WARREN,13301,2145
34977,44867,2012,WISCONSIN,WI,KENOSHA,55059,80897
35437,13247,2004,MISSISSIPPI,MS,DESOTO,28033,48981
2461,2258,2020,TEXAS,TX,BREWSTER,48043,4822
7774,2636,2008,ALASKA,AK,DISTRICT 16,2016,10697
21993,18367,2012,TENNESSEE,TN,MADISON,47113,40702
2412,1373,2012,KENTUCKY,KY,LYON,21143,3839
16731,3205,2020,VIRGINIA,VA,TAZEWELL,51185,20152
4910,3850,2016,MISSISSIPPI,MS,WINSTON,28159,8881
83595,103476,2008,OREGON,OR,CLACKAMAS,41005,191878
12810,4324,2016,MISSOURI,MO,PETTIS,29159,18111
2041,556,2016,NEBRASKA,NE,DIXON,31051,2782
4409,1279,2016,WYOMING,WY,CARBON,56007,6374
3744,2085,2016,MICHIGAN,MI,MACKINAC,26097,6097
3110,1120,2004,MONTANA,MT,RICHLAND,30083,4308
1329,1910,2000,ARKANSAS,AR,MONROE,5095,3293
1438,198,2020,TEXAS,TX,DONLEY,48129,1648
1495,385,2004,KANSAS,KS,JEWELL,20089,1915
16586,10775,2004,INDIANA,IN,WAYNE,18177,27657
2109,842,2020,MICHIGAN,MI,LUCE,26095,3001
12825,13511,2012,NEW MEXICO,NM,VALENCIA,35061,27728
6048,2983,2004,MISSISSIPPI,MS,TIPPAH,28139,9113
4369,1865,2004,MISSOURI,MO,DENT,29065,6304
1426,307,2000,IDAHO,ID,ONEIDA,16071,1798
5453,605,2020,KENTUCKY,KY,JACKSON,21109,6113
21044,50200,2016,IOWA,IA,JOHNSON,19103,76940
10248,10461,2000,NORTH CAROLINA,NC,CHATHAM,37037,20931
46119,67144,2012,CONNECTICUT,CT,NEW LONDON,9011,115102
2723,977,2016,IOWA,IA,DAVIS,19051,3882
752,422,2008,NORTH DAKOTA,ND,KIDDER,38043,1228
12761,14764,2012,WASHINGTON,WA,MASON,53045,28235
2423,2503,2000,TEXAS,TX,NEWTON,48351,4990
2749,2547,2000,KENTUCKY,KY,UNION,21225,5368
1682,888,2000,NORTH DAKOTA,ND,MCHENRY,38049,2737
3612,3399,2004,LOUISIANA,LA,BIENVILLE,22013,7157
10699,4828,2016,IDAHO,ID,NEZ PERCE,16069,17201
9748,5960,2020,MICHIGAN,MI,ANTRIM,26009,15949
3140,1597,2008,NORTH CAROLINA,NC,CAMDEN,37029,4821
8429,11821,2012,MAINE,ME,SAGADAHOC,23023,20794
19407,6541,2020,OHIO,OH,ASHLAND,39005,26405
6262,10212,2016,VIRGINIA,VA,HARRISONBURG,51660,17993
9521,14981,2020,ARKANSAS,AR,JEFFERSON,5069,25158
192812,76033,2020,UTAH,UT,UTAH,49049,284286
157718,195552,2020,TEXAS,TX,FORT BEND,48157,357514
1976,577,2012,KANSAS,KS,SHERMAN,20181,2623
32243,18490,2012,NORTH CAROLINA,NC,ONSLOW,37133,51435
3282,1216,2012,TEXAS,TX,NOLAN,48353,4575
2602,1059,2012,TEXAS,TX,TERRY,48445,3709
49931,66062,2004,CONNECTICUT,CT,NEW LONDON,9011,118360
38032,16650,2020,UTAH,UT,CACHE,49005,58358
5156,786,2016,OKLAHOMA,OK,KINGFISHER,40073,6131
5269,4890,2008,NEW YORK,NY,YATES,36123,10264
92441,92757,2016,WASHINGTON,WA,CLARK,53011,200160
1345,216,2008,TEXAS,TX,HEMPHILL,48211,1570
5329,5042,2008,ILLINOIS,IL,JERSEY,17083,10583
103932,63722,2012,PENNSYLVANIA,PA,WESTMORELAND,42129,169572
